x_true, y_true, vx_true, vy_true, x_est, y_est, vx_est, vy_est, sensor, RMSE_x, RMSE_y, RMSE_vx, RMSE_vy
-10.6161, 10.8609, 5.1844, 0.1877, -10.4907, 10.8702, 5.4460, 0.0162, R, 0.0971, 0.0861, 0.4198, 0.4366
-10.3569, 10.8697, 5.1869, 0.1628, -10.2736, 10.8499, 5.3089, -0.0503, L, 0.0971, 0.0860, 0.4194, 0.4363
-10.0976, 10.8772, 5.1891, 0.1396, -10.0219, 10.9014, 5.1239, 0.2718, R, 0.0970, 0.0859, 0.4190, 0.4359
-9.8381, 10.8837, 5.1911, 0.1182, -9.7645, 10.9561, 5.1491, 0.3631, L, 0.0970, 0.0859, 0.4186, 0.4356
-9.5785, 10.8891, 5.1928, 0.0986, -9.5409, 10.9275, 5.1039, 0.1746, R, 0.0969, 0.0858, 0.4182, 0.4352
-9.3189, 10.8936, 5.1943, 0.0807, -9.2810, 10.9588, 5.1272, 0.2255, L, 0.0968, 0.0858, 0.4177, 0.4348
-9.0592, 10.8972, 5.1956, 0.0646, -9.0381, 10.9328, 5.0984, 0.1089, R, 0.0967, 0.0857, 0.4173, 0.4343
-8.7994, 10.9001, 5.1967, 0.0502, -8.7705, 10.9702, 5.1456, 0.1821, L, 0.0966, 0.0857, 0.4169, 0.4339
-8.5395, 10.9023, 5.1976, 0.0377, -8.5374, 10.9196, 5.0946, -0.0093, R, 0.0965, 0.0856, 0.4165, 0.4335
-8.2797, 10.9039, 5.1984, 0.0269, -8.4134, 10.8207, 4.7293, -0.2625, L, 0.0966, 0.0856, 0.4166, 0.4332
-8.0197, 10.9050, 5.1990, 0.0180, -8.1611, 10.8292, 4.7641, -0.1892, R, 0.0967, 0.0856, 0.4167, 0.4329
-7.7598, 10.9057, 5.1994, 0.0108, -7.7796, 10.9042, 5.1525, 0.0387, L, 0.0966, 0.0855, 0.4163, 0.4325
-7.4998, 10.9061, 5.1997, 0.0054, -7.5113, 10.9031, 5.1493, 0.0779, R, 0.0965, 0.0854, 0.4158, 0.4320
-7.2398, 10.9063, 5.1999, 0.0018, -7.2325, 10.8959, 5.1953, 0.0614, L, 0.0964, 0.0853, 0.4154, 0.4316
